sentence,rating_imageability_mean,rating_others_thoughts_mean,rating_physical_mean,rating_places_mean,rating_valence_mean,rating_arousal_mean,rating_sense_mean
Well kept facility with friendly staff.,4.8461538461538,3.8235294117647,3.5333333333333,4.4666666666667,4.5,1.7647058823529,6.6666666666667
"Well, it's hard to say, Geraldo.",2.7333333333333,4.2941176470588,1.4117647058824,1.0714285714286,1.8235294117647,2.625,7.0
"Well, this may be an exception.",2.0625,3.2941176470588,1.0,1.1052631578947,3.375,2.3125,7.0
Were all the vampire stories true?,3.1538461538462,2.125,1.6428571428571,1.8125,2.4736842105263,3.0769230769231,6.9411764705882
Were narrow field stones set perpendicular?,2.6666666666667,2.0,4.6470588235294,3.0,1.6470588235294,1.8125,5.4
Wet hair clinging to her cheeks.,6.75,4.2941176470588,5.6666666666667,2.0,3.25,4.25,6.9090909090909
What Does 'Surf the Web' Mean?,3.1538461538462,2.375,1.9285714285714,1.5625,3.0526315789474,2.0769230769231,6.8235294117647
What about a car or truck?,4.8333333333333,2.0588235294118,5.8125,3.25,2.6923076923077,2.6666666666667,6.9166666666667
What about being amazing and wonderful?,2.1333333333333,4.7142857142857,1.375,1.5789473684211,5.5882352941176,4.1111111111111,6.1176470588235
What an amazing and wonderful metamorphosis.,3.5333333333333,4.8823529411765,2.4705882352941,2.2857142857143,4.9411764705882,4.0625,7.0
What are the startup costs involved?,2.2857142857143,3.0,1.7222222222222,1.5333333333333,2.4666666666667,2.7333333333333,6.9090909090909
What could frighten them this badly?,3.4285714285714,4.5625,2.3333333333333,2.0,1.9333333333333,4.5,6.9444444444444
What do they need her for?,2.6153846153846,3.4444444444444,1.4285714285714,1.2,1.8571428571429,2.7857142857143,6.9333333333333
What do you want for free?,2.9375,3.1428571428571,1.9375,1.1666666666667,4.625,3.5714285714286,6.8235294117647
What else remained from the communism?,1.8125,3.0555555555556,1.6153846153846,1.4375,2.0588235294118,3.4285714285714,6.1538461538462
What else was there to say??,2.6,4.0,1.4117647058824,1.0,2.0,3.75,7.0
What exactly's the matter with me?,2.0769230769231,5.7058823529412,1.2666666666667,1.3333333333333,1.8333333333333,3.8823529411765,6.4666666666667
What happens when the baby comes?,4.0714285714286,4.0,3.6666666666667,2.4285714285714,4.0666666666667,3.8571428571429,6.9444444444444
What help can you possibly need?,2.8,4.9285714285714,2.8235294117647,1.0,1.7222222222222,2.6428571428571,7.0
What if nature had a voice?,3.6923076923077,4.1111111111111,1.9285714285714,4.0666666666667,4.6428571428571,4.0714285714286,6.4
What one word would describe you?,3.1875,4.2857142857143,1.625,1.1666666666667,4.25,2.7857142857143,6.7647058823529
"What's more, the news repeats itself.",1.8666666666667,2.0625,1.375,1.0,2.5294117647059,2.9444444444444,6.1111111111111
When she had finished I said:,2.125,3.5,1.3076923076923,1.1875,2.3529411764706,2.4285714285714,6.4615384615385
Where are you keeping it safe?,2.0666666666667,3.4375,3.0,2.0,3.3529411764706,3.3888888888889,6.6111111111111
"Where those -- look, here he goes.",2.125,2.4444444444444,1.9230769230769,1.4375,1.9411764705882,3.0714285714286,3.5384615384615
Why am I practicing SUP yoga?,2.6875,3.0714285714286,2.4375,1.6666666666667,2.3125,2.3571428571429,5.1176470588235
Why go and stir that pot?,2.9230769230769,3.3125,4.5714285714286,1.8125,2.2631578947368,3.6923076923077,6.3529411764706
Why had the disease spared them?,3.7894736842105,4.6666666666667,2.0,1.7058823529412,3.3571428571429,3.9166666666667,6.8666666666667
Why should the knowledge threaten you?,2.125,5.0,1.3333333333333,1.0526315789474,2.1875,3.875,6.4545454545455
Why's his britches round his knees?,5.3076923076923,3.7058823529412,5.2,1.6,2.1666666666667,4.2352941176471,5.6666666666667
Wild horses couldn't keep me away.,4.6,5.2857142857143,3.1764705882353,2.6,4.1111111111111,4.7142857142857,6.9166666666667
"Will you drink to that, boys?",4.4375,4.8571428571429,4.3125,2.1666666666667,5.125,3.4285714285714,6.8823529411765
Will you sleep on the couch?,5.1333333333333,4.3571428571429,5.0588235294118,4.2666666666667,1.8333333333333,2.3571428571429,7.0
Wine choices pretty much the same.,2.9473684210526,2.4666666666667,2.7692307692308,1.7058823529412,3.1428571428571,2.5833333333333,5.6
Wine waiters are something else again.,2.7142857142857,2.75,2.3333333333333,2.0714285714286,2.8,2.1428571428571,4.6111111111111
Wishing your husband a happy birthday!,4.0625,6.125,2.6153846153846,1.75,5.8125,4.2857142857143,6.8888888888889
With charming conversations and witty sparring.,2.4375,4.3333333333333,2.4615384615385,1.3125,4.5882352941176,3.8571428571429,6.4615384615385
With standard Plone that is impossible.,1.0666666666667,1.4285714285714,1.6875,1.0,1.5882352941176,1.3888888888889,3.7647058823529
With the Dubai offline mobile map!,2.5,1.5294117647059002,2.6875,2.9375,2.0,2.6,5.4166666666667
Without warning cameras started to flash.,6.5,2.7058823529412,6.0,1.8947368421053,2.25,5.3125,6.9090909090909
Worse than your Kraft Holiday dip?,3.3333333333333,4.0714285714286,4.1176470588235,1.5333333333333,1.8333333333333,1.5714285714286,6.75
Would she not regret this marriage?,2.625,6.4375,1.6923076923077,1.0833333333333,1.9375,4.0714285714286,6.2222222222222
Would she put him in jail?,3.2,5.5,2.5625,4.1578947368421,2.2352941176471,4.4444444444444,6.8235294117647
"Would you like a drink, then?",3.6428571428571,4.3125,4.3888888888889,2.4,4.4,3.4,6.9090909090909
"Years of war, strain, and hatred.",3.5625,4.7058823529412,2.2,1.8421052631579,1.625,5.1875,6.5454545454545
Yes she isolated various radioactive atoms.,3.875,3.6428571428571,3.4666666666667,1.9444444444444,2.6666666666667,3.3529411764706,6.2941176470588
You are quite smart and attentive.,3.6428571428571,5.25,1.5,1.8,6.4,4.2666666666667,7.0
You bet there's other things here.,3.5625,3.2857142857143,2.6875,1.8333333333333,3.75,3.4285714285714,6.6470588235294
You can see the damage here.,4.4375,3.7857142857143,2.8,2.2222222222222,1.5555555555556,3.7647058823529,7.0
You can use milk if required.,3.0,2.2666666666667,4.3333333333333,1.125,2.9285714285714,1.8,6.625
You can't start with individual programs.,2.2,2.4285714285714,1.5,1.1578947368421,2.4117647058824,1.8888888888889,6.5882352941176
You connect it to a computer.,5.1578947368421,2.2666666666667,4.9230769230769,1.6470588235294,3.5714285714286,2.0,7.0
"You don't, you can't believe that...",1.6315789473684,5.5333333333333,1.0,1.3529411764706,2.0714285714286,4.1666666666667,6.0
You got an elephant up there?,4.1538461538462,3.5,4.2857142857143,4.0666666666667,3.6428571428571,3.8571428571429,5.5333333333333
You have nothing but circumstantial evidence.,2.7692307692308,4.0,1.8,1.3125,2.6428571428571,3.1333333333333,7.0
You have such a cute baby.,5.2307692307692,5.7777777777778,4.0714285714286,1.9333333333333,5.5714285714286,2.8571428571429,6.9333333333333
You have the poor girl terrified.,4.375,5.9444444444444,3.8461538461538,1.6875,1.4117647058824,4.8571428571429,7.0
You know what your problem is?,2.9375,5.2142857142857,1.5,1.0,2.0,4.2142857142857,6.8235294117647
"You know, the world loves him.",3.9375,5.3571428571429,1.3333333333333,1.6666666666667,4.7777777777778,3.4705882352941,6.5882352941176
You may climb on the mountain.,5.4285714285714,3.6875,5.5,6.0666666666667,4.9333333333333,3.3333333333333,6.3636363636364
You may dive in the sea.,5.1875,4.0,5.4666666666667,6.1578947368421,4.5,4.625,6.4545454545455
You mean she's not coming back?,2.6923076923077,4.6,2.0,1.25,1.7142857142857,3.6666666666667,6.9375
You need me to protect you.,2.6923076923077,5.8235294117647,2.2666666666667,1.4,3.5,4.2352941176471,6.9333333333333
"You planted this garden, did you?",4.1538461538462,4.5333333333333,5.4666666666667,5.375,4.2142857142857,2.4,6.625
You should practice lying more often.,3.2666666666667,4.5789473684211,1.625,2.0,2.1764705882353,4.4375,6.875
You take me for a liar?,3.625,4.6428571428571,2.125,1.0,1.75,4.2142857142857,6.7058823529412
You wouldn't eat your fancy food.,3.6153846153846,4.2941176470588,4.5333333333333,1.7333333333333,2.25,3.1764705882353,6.2
You'd have to get me inside.,3.3846153846154,4.3125,2.7142857142857,3.375,3.0526315789474,4.0769230769231,6.8235294117647
You're going to miss your train!,5.0769230769231,4.4375,5.0714285714286,4.125,1.6842105263157998,5.0,7.0
You're listening to DAY TO DAY.,2.4,2.0714285714286,2.0,1.3571428571429,2.6666666666667,2.0,5.7333333333333
You're one of our top students.,3.8,5.0588235294118,1.7647058823529,2.4285714285714,6.0,4.3125,7.0
You're still going to get hooked.,3.8125,4.5714285714286,1.4,1.1111111111111,2.0555555555556,3.7058823529412,6.6470588235294
You're the one who started it.,3.1428571428571,4.5,3.2,1.5,2.2666666666667,4.4285714285714,6.9444444444444
You've managed to edit a value!,2.6923076923077,3.2777777777778,1.3571428571429,1.1333333333333,3.9285714285714,2.5,5.9333333333333
Your decisions will shape the world!,3.9333333333333,5.4285714285714,2.5,1.5,5.0833333333333,4.6,6.9333333333333
Your leg muscles will also ache.,3.9230769230769,4.5333333333333,3.9333333333333,1.3125,1.4285714285714,3.5333333333333,6.9375
Your preferred timeframe for commencing in-store.,1.5333333333333,2.875,2.375,2.1428571428571,2.4117647058824,1.3333333333333,4.8333333333333
